ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
00101460,"Turistické informační centrum města Brna, příspěvková organizace",331,Příspěvková organizace,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,93210,Činnosti lunaparků a zábavních parků
00103004,Zemědělské družstvo Mořina,205,Družstvo,1990-08-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,01500,Smíšené hospodářství
00103811,Česká speleologická společnost,706,Spolek,1991-02-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
00103926,ZD Křečhoř a.s.,121,Akciová společnost,1976-05-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,01500,Smíšené hospodářství
00105309,"ZD Březina nad Jizerou, družstvo",205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,01500,Smíšené hospodářství
00107999,ZD Krásná Hora nad Vltavou a.s.,121,Akciová společnost,1976-05-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,01500,Smíšené hospodářství
00110264,Zemědělské družstvo RADELO,205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,01500,Smíšené hospodářství
00110701,Zemědělské družstvo Rodvínov,205,Družstvo,1976-09-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,01500,Smíšené hospodářství
00111295,"VOD Jetřichovec, družstvo",205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,01500,Smíšené hospodářství
00113239,ZO ČSOP ROKYCANY,736,Pobočný spolek,1981-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
00117366,KORAMEX a. s.,121,Akciová společnost,1988-01-01,,11001,Nefinanční podniky veřejné,200 - 249 zaměstnanců,25110,Výroba kovových konstrukcí a jejich dílů
00118508,Zemědělské družstvo Plzeň-Červený Hrádek,205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,01500,Smíšené hospodářství
00124087,Zemědělské družstvo Všestary,205,Družstvo,1976-05-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,01500,Smíšené hospodářství
00125946,Zemědělské družstvo Sobotka,205,Družstvo,1977-12-12,,11002,Nefinanční podniky soukromé národní,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
00129178,Kozákov - družstvo,205,Družstvo,1991-01-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,01500,Smíšené hospodářství
00131725,Zemědělsko obchodní družstvo Zálší,205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,01500,Smíšené hospodářství
00135143,ZÁLESÍ a.s.,121,Akciová společnost,1976-05-01,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,22220,Výroba plastových obalů
00140147,"Střední škola řemesel a služeb, Jablonec nad Nisou, Smetanova 66, příspěvková organizace",331,Příspěvková organizace,1988-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
00144924,"Zemědělské družstvo Nové Město na Moravě,družstvo",205,Družstvo,1986-06-19,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,01500,Smíšené hospodářství
00147389,"POZIMOS, a.s.",121,Akciová společnost,1990-03-23,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,4120,Výstavba bytových a nebytových budov
00149225,Zemědělské družstvo Kokory,205,Družstvo,1976-05-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,01500,Smíšené hospodářství
00150118,"Technická a zahradní správa Moravský Krumlov, příspěvková organizace",331,Příspěvková organizace,1979-11-19,2015-12-31,13130,Místní vládní instituce,25 - 49 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
00159816,Fakultní nemocnice u sv. Anny v Brně,331,Příspěvková organizace,1990-01-01,,13110,Ústřední vládní instituce,3000 - 3999 zaměstnanců,86100,Ústavní zdravotní péče
00167959,Horácká galerie v Novém Městě na Moravě,331,Příspěvková organizace,1980-11-10,,13130,Místní vládní instituce,20 - 24 zaměstnanci,91020,Činnosti muzeí
00169650,"ZBIROVIA, a.s.",121,Akciová společnost,1991-05-22,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,25730,Výroba nástrojů a nářadí
00169757,Provincie bratří františkánů,721,Církevní organizace,1990-03-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94910,Činnosti náboženských organizací
00174866,Aura - Pont s.r.o.,112,Společnost s ručením omezeným,1990-07-30,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,93290,Ostatní zábavní a rekreační činnosti j. n.
00174939,"YOUR SYSTEM, spol.s r.o.",112,Společnost s ručením omezeným,1990-07-16,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,62010,Programování
00176150,"Konica Minolta Business Solutions Czech, spol. s r.o.",112,Společnost s ručením omezeným,1990-12-18,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,95110,Opravy počítačů a periferních zařízení
00176842,"KONE, a.s.",121,Akciová společnost,1991-05-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,43290,Ostatní stavební instalace
00177016,Český metrologický institut,331,Příspěvková organizace,1991-01-01,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,7120,Technické zkoušky a analýzy
00177041,ŠKODA AUTO a.s.,121,Akciová společnost,1990-11-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 000 a více zam.,29100,Výroba motorových vozidel a jejich motorů
00179591,Obec Druhanov,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00179591,Obec Druhanov,801,Obec nebo městská část hlavního města Prahy,1991-01-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00192503,Nemocnice s poliklinikou v Semilech,331,Příspěvková organizace,1992-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,86100,Ústavní zdravotní péče
00192546,Masarykova městská nemocnice v Jilemnici,331,Příspěvková organizace,1992-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,86100,Ústavní zdravotní péče
00193771,"Služby sociální péče TEREZA, příspěvková organizace",331,Příspěvková organizace,1992-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,87201,Sociální péče v zařízeních pro osoby s chronickým duševním onemocněním
00194620,HRAD SVOJANOV,331,Příspěvková organizace,1992-04-01,,13130,Místní vládní instituce,10 - 19 zaměstnanců,91030,"Provozování kulturních památek, historických staveb a obdobných turistických zajímavostí"
00196096,"Albertinum, odborný léčebný ústav, Žamberk",331,Příspěvková organizace,1991-12-31,,13130,Místní vládní instituce,200 - 249 zaměstnanců,86100,Ústavní zdravotní péče
00196304,D&Z spol. s r. o.,112,Společnost s ručením omezeným,1991-01-01,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
00202037,ČKV Praha s.r.o.,112,Společnost s ručením omezeným,1990-11-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
00203459,"ARGUS, spol. s r.o.",112,Společnost s ručením omezeným,1991-01-22,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,80100,Činnosti soukromých bezpečnostních agentur
00206776,Matice Svatohostýnská,706,Spolek,1990-09-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,94910,Činnosti náboženských organizací
00207675,"REMET, spol. s r.o.",112,Společnost s ručením omezeným,1991-05-27,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,38320,"Úprava odpadů k dalšímu využití, kromě demontáže vraků, strojů a zařízení"
00207829,"GM, spol. s r.o.",112,Společnost s ručením omezeným,1990-10-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,55101,Hotely
00210358,JDESIGN spol. s r. o.,112,Společnost s ručením omezeným,1991-05-27,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,31090,Výroba ostatního nábytku
00212423,Vězeňská služba České republiky,325,Organizační složka státu,1974-01-01,,13110,Ústřední vládní instituce,4000 - 4999 zaměstnanců,84230,Činnosti v oblasti spravedlnosti a soudnictví
00212504,Oblastní stavební bytové družstvo Děčín,205,Družstvo,1982-05-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
00213705,Katastrální úřad pro Plzeňský kraj,325,Organizační složka státu,1974-01-01,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,84130,Regulace a podpora podnikatelského prostředí
00214086,TJ TESLA BRNO z.s.,706,Spolek,1990-05-16,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,93110,Provozování sportovních zařízení
00216208,Univerzita Karlova v Praze,601,Vysoká škola,1972-01-01,,13110,Ústřední vládní instituce,10 000 a více zam.,85420,Terciární vzdělávání
00216224,Masarykova univerzita,601,Vysoká škola,1919-01-28,,13110,Ústřední vládní instituce,5000 - 9999 zaměstnanců,85420,Terciární vzdělávání
00216275,Univerzita Pardubice,601,Vysoká škola,1972-01-01,,13110,Ústřední vládní instituce,1000 - 1499 zaměstnanců,85420,Terciární vzdělávání
00216305,Vysoké učení technické v Brně,601,Vysoká škola,1972-01-01,,13110,Ústřední vládní instituce,3000 - 3999 zaměstnanců,85420,Terciární vzdělávání
00219321,"Integrovaná střední škola automobilní Brno, příspěvková organizace",331,Příspěvková organizace,1991-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85321,Střední odborné vzdělávání na učilištích
00220078,"Regioprojekt Brno, s.r.o.",112,Společnost s ručením omezeným,1991-06-01,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,23630,Výroba betonu připraveného k lití
00220159,"SETRA, spol. s r. o.",112,Společnost s ručením omezeným,1991-06-01,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,43120,Příprava staveniště
00221970,"OKsystem, spol. s r.o.",112,Společnost s ručením omezeným,1990-12-27,2005-09-07,,,100 - 199 zaměstnanců,,
00224138,Okresní stavební bytové družstvo,205,Družstvo,1974-01-01,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
00225827,"Nemocnice Ivančice, příspěvková organizace",331,Příspěvková organizace,1991-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,86100,Ústavní zdravotní péče
00226327,Základní umělecká škola Zlín - Jižní svahy,331,Příspěvková organizace,1991-07-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85520,Umělecké vzdělávání
00226467,"Střední škola grafická Brno, příspěvková organizace",331,Příspěvková organizace,1991-06-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85321,Střední odborné vzdělávání na učilištích
00228702,Obec Čepřovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00228745,"Západočeské muzeum v Plzni, příspěvková organizace",331,Příspěvková organizace,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,91020,Činnosti muzeí
00231126,Městská část Praha 11,801,Obec nebo městská část hlavního města Prahy,1988-01-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231151,Městská část Praha 12,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231291,Městská část Praha-Čakovice,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231321,Městská část Praha 18,801,Obec nebo městská část hlavního města Prahy,1981-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231355,Městská část Praha 15,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231355,Městská část Praha 15,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231525,Město Bystřice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,20 - 24 zaměstnanci,84110,Všeobecné činnosti veřejné správy
00231584,Obec Čerčany,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00231819,Obec Hvězdonice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00232904,Město Týnec nad Sázavou,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00232963,Město Votice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233129,Město Beroun,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,200 - 249 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233242,Město Hořovice,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
00233889,Obec Tetín,801,Obec nebo městská část hlavního města Prahy,1973-07-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,84110,Všeobecné činnosti veřejné správy
