ds,ico,nazev
ep7abae,00215716,Krajský soud v Hradci Králové
jhyaeqv,00215732,Krajský soud v Ostravě
yaraba4,00215694,Krajský soud v Plzni
hvbabbq,00215678,Krajský soud v Praze
phgaba8,00215708,Krajský soud v Ústí nad Labem
c2cg8nj,47687070,"Král Jiří, Mgr. - soudní exekutor"
gcgbp3q,70889546,Královéhradecký kraj
ukwcaf2,25804375,Krátká Radmila - notářka
5d7cafw,25801791,Kratochvíl Zdeněk - notář
nyrcagi,75050323,Krček Jan - notář
xr2cagf,25801821,Krčma Martin - notář
a3q8f7c,68748574,Krejcarová Eva - notářka
8jbcag9,66209692,Krejčíková Jitka - notářka
hckcah3,25801848,Krejčová Jaroslava - notářka
r5vcahx,75120801,Krejčovský Ondřej - notář
6x7t4ir,66253209,"Krejsta Jan, Mgr. - soudní exekutor"
2w6caht,63804441,Kroulíková Monika - notářka
bqfcaik,25801856,Krušková Ivana - notářka
xgv6pag,72498978,Krůta Jan - notář
9h5vz87,01825992,"Křivánek Lukáš, Mgr. - soudní exekutor"
vazcaic,60253401,Křížová Daniela - notářka
54acai6,25801881,Křížová Miroslava - notářka
9ikgf4b,72043202,"Kubis Marcel, Mgr. - soudní exekutor"
yf5cajr,25801902,Kuchařík Ivo - notář
nvnqbzx,04884591,Kučera Milan - notář
h4kswpm,65402367,"Kučera Petr, JUDr., Ing. - soudní exekutor"
pnucajv,46311335,Kučerová Libuše - notářka
89ecajj,25801929,Kuldan Ladislav - notář
h2pcakd,25801937,Kulhánková Hana - notářka
5b2sqpc,03586359,Kulhánková Radka - notářka
stycak9,25804332,Kulík Michal - notář
5kuxhh9,03818276,Kunc Bohumil - notář
c97kmnm,48969176,Kürtiová Silvia - notářka
ceicamw,25801953,Kuřík Jan - notář
i5piaqi,70556296,Kuštová Dita - notářka
k7tcams,47720409,Kutílková Vladimíra - notářka
wkwg8nc,12608530,"Kuželová Dagmar, JUDr. - soudní exekutorka"
fjncanb,12960195,Lánský Vladimír - notář
vvrf646,49808621,Lát Josef - notář
qcxcan7,25801996,Lauermannová Vlasta - notářka
9bvjcfq,01051857,"Lavička Josef, JUDr. - soudní exekutor"
7wrj4nh,04765346,Legová Ivana - notářka
y58can3,71245677,Leszay Lenka - notářka
c5kbvkw,70891508,Liberecký kraj
9xhcanv,25802011,Lojdová Lenka - notářka
iqscapq,71211128,Londinová Libuše - notářka
cxmf2e8,02831848,Lorenčík Jiří - notář
th3capk,25802038,Lotreková Blanka - notářka
f7gg8py,66201501,"Luhan Ivo, JUDr. - soudní exekutor"
ayhd6i4,04643429,Lukavská Kateřina - notářka
mvwcaq4,47697954,Machová Lenka - notářka
4bccape,25804723,Macko Vladimír - notář
qyrg8pu,11130997,"Macková Taťána, JUDr. - soudní exekutorka"
zr2g8pr,70931526,"Maisnerová Katarína, JUDr. - soudní exekutorka"
enmt4t3,72075074,"Makarius Milan, JUDr. - soudní exekutor"
wn7caqz,25802054,Makovec Vratislav - notář
7ggcaqt,25802062,Malá Eva - notářka
f9rcarm,25802089,Malá Jaroslava - notářka
q22carh,25802071,Malá Marie - notářka
zubcarb,25802097,Marcalík Miloslav - notář
xstwspg,72082569,Marcel Josef - notář
ajbg8qh,66253799,"Mareš Ondřej, JUDr., LL.M. - soudní exekutor"
amkcas5,47720417,Marková Helena - notářka
9tmj9e4,00216224,Masarykova univerzita
xyq4sve,72547375,Matějčková Šárka - notářka
dsqcath,25804359,Matějka Viktor - notář
r75nswk,70556555,Matějková Adéla - notářka
k4tkups,03213994,Matějková Jitka - notářka
un9xxvs,05214254,Matějková Veronika - notářka
mfqkm6f,70922144,"Mateřská škola "" U Rybníčku"", Praha 9 - Horní Počernice, Křovinovo nám. 115"
ftygiyb,60061821,"Mateřská škola a Základní škola, Tábor, třída Čs. armády 925"
sc2hkmg,64628558,Mateřská škola Karviná-Mizerov Kpt.Jaroše 2224
cnugixx,64628621,Mateřská škola Karviná-Nové Město Dvořákova 1622
9unum2r,72045779,Mateřská škola Skřítci
hvagydk,60075856,"Mateřská škola,Základní škola a Praktická  škola České Budějovice Štítného 3"
iuihmk8,60816848,"Mateřská škola,Základní škola a Praktická škola,Jindřichův Hradec,Jarošovská 1125/II"
t76casv,75108020,Mátlová Hana - notářka
njzcate,44994362,Matoušková Marie - notářka
xdacat8,25802160,Matýsková Jana - notářka
gxucauw,25802186,Mazlová Ludmila - notářka
r6p7xa5,04293258,Meduna Jan - notář
rq5caut,25802194,Medunová Olga - notářka
2iecaum,25802208,Melichar Zdeněk - notář
bbpcavf,25802216,Menclerová Dana - notářka
fmpyju7,02052571,Menclerová Markéta - notářka
85ij9bs,62156489,Mendelova univerzita v Brně
3veaiie,60711744,"MENDLOVA ZDRAVOTNÍ POJIŠŤOVNA ""v likvidaci"""
j4ycavb,25802224,Měřínský Luděk - notář
7v4b7kr,00254398,Město Abertamy
xx3bzck,00279889,Město Adamov
dd3bytd,00575976,Město Andělská Hora
5nubqy8,00253901,Město Aš
6xqbfks,00237418,Město Bakov nad Jizerou
3skbfjd,00250945,Město Bavorov
sshbg5j,00252069,Město Bechyně
szbbfjh,00254410,Město Bečov nad Teplou
4jwb3jv,00253235,Město Bělá nad Radbuzou
hy8bg5r,00237434,Město Bělá pod Bezdězem
h72bfjp,00250953,Město Bělčice
wzhbv2s,00237442,Město Benátky nad Jizerou
cb4bwan,00231401,Město Benešov
ymgbfiz,00261181,Město Benešov nad Ploučnicí
2gubtq5,00233129,Město Beroun
b7tbzux,00259705,Město Bezdružice
qdtb7vx,00266230,Město Bílina
y9qbxiy,00297755,Město Bílovec
ecmb355,00279943,Město Blansko
ih3bzwr,00250996,Město Blatná
dv8bxph,00256455,Město Blovice
cgdbsqb,00264784,Město Blšany
hhxbfgd,00254444,Město Bochov
u3kbfuf,00297569,Město Bohumín
ectbffy,00263362,Město Bohušovice nad Ohří
5jibfe6,00290807,Město Bojkovice
7ibbst7,00259713,Město Bor
jyybfef,00274739,MĚSTO BOROHRÁDEK
yenbg43,00244686,Město Borovany
qmkbq7h,00279978,Město Boskovice
kkcbz7n,00479705,Město Boží Dar
c5hb7xy,00240079,Město Brandýs nad Labem-Stará Boleslav
w9abfcc,00278564,Město Brandýs nad Orlicí
mdubzhy,00272523,MĚSTO BROUMOV
d94bz5w,00285668,Město Brtnice
rqcb3a2,00283819,Město Brumov - Bylnice
c9vbr2k,00295892,Město Bruntál
37cbe8h,00296538,Město Brušperk
fesbhyp,00283061,Město Břeclav
javbfb5,00242004,Město Březnice
uigbv4q,00259250,Město Březová
ahkbfb9,00483869,Město Březová nad Svitavou
f5rbfaq,00295906,Město Břidličná
td3be8p,00291676,Město Bučovice
iksbe8t,00299898,Město Budišov nad Budišovkou
9thbe7y,00263427,Město Budyně nad Ohří
pmdbg47,00234214,Město Buštěhrad
22nbxdq,00276529,Město Bystré
p8xbe7a,00231525,Město Bystřice
b3mbs36,00294136,Město Bystřice nad Pernštejnem
vqqbu36,00287113,Město Bystřice pod Hostýnem
uyvb2ie,00284807,Město Bzenec
7hfbvkh,00556912,Město Chabařovice
a8gbnyc,00253979,Město Cheb
6s9b7ua,00391387,Město Chlumec
enubzs2,00268861,Město Chlumec nad Cidlinou
2bpbz3p,00278955,Město Choceň
8rfbnzc,00259349,Město Chodov
94ubfm7,00267538,Město Chotěboř
gtrbrq5,00270199,Město Chrast
awcbeyc,00262871,Město Chrastava
rbsbexq,00287245,Město Chropyně
3y8b2pi,00270211,Město Chrudim
xcsa38b,00261378,Město Chřibská
wfpbsd7,00273660,Město Chvaletice
ct6b7hu,00252387,Město Chýnov
g3fbmdr,00254614,Město Chyše
4j4bevp,00260410,Město Cvikov
ffnbe7e,00236021,Město Čáslav
fn6bxia,00240117,Město Čelákovice
u46bwy4,00241121,MĚSTO ČERNOŠICE
85ebe4n,00259772,Město Černošín
yb5be4u,00248037,Město Černovice
5yabe39,00248045,Město Červená Řečice
sacbh9g,00272566,MĚSTO ČERVENÝ KOSTELEC
cu5bsdg,00261220,Město Česká Kamenice
bkfbe3p,00260428,Město Česká Lípa
f8yb27v,00272591,MĚSTO ČESKÁ SKALICE
bhqbzrn,00278653,Město Česká Třebová
wwvb6dn,00246433,Město České Velenice
jgqbsve,00235334,Město Český Brod
4c4b45x,00262722,Město Český Dub
64pbvxc,00245836,Město Český Krumlov
dicbu92,00297437,Město Český Těšín
s5ebypd,00246476,Město Dačice
95mbn7y,00273481,Město Dašice
8pva7vt,00262307,Město Desná
979beu6,00246506,Město Deštná
gwabtqc,00237663,Město Dobrovice
mgjbetz,00274879,Město Dobruška
9y9b44e,00256552,Město Dobřany
v9ubetv,00241181,Město Dobřichovice
pnxbx8u,00242098,Město Dobříš
cpabet5,00260444,Město Doksy
s4qbesg,00299979,Město Dolní Benešov
ibfbesk,00237680,Město Dolní Bousov
52tbg3i,00281701,Město Dolní Kounice
s2vbwp6,00261289,Město Dolní Poustevna
q25byeg,00253316,Město Domažlice
75ybej8,00260479,Město Dubá
fg8bwb3,00266281,Město Dubí
dr5bejn,00284882,Město Dubňany
jeabei3,00266299,Město Duchcov
mu5b26c,00277819,Město Dvůr Králové nad Labem
4sqbzzr,00253936,Město Františkovy Lázně
vz9a8t8,00297852,Město Frenštát pod Radhoštěm
t27bufd,00262781,Město Frýdlant
7fvbegw,00296651,Město Frýdlant nad Ostravicí
mvbbeg5,00283916,Město Fryšták
7fsbqty,00297861,Město Fulnek
c32begb,00267406,Město Golčův Jeníkov
s63b5gx,00259314,Město Habartov
4arbefh,00267422,Město Habry
9wwbeey,00302546,Město Hanušovice
y5mbee4,00275697,Město Harrachov
mknbxxv,00255467,Město Hartmanice
5uvbfub,00267449,Město Havlíčkův Brod
6rsbedk,00262803,Město Hejnice
n5wb35z,00270041,Město Heřmanův Městec
k4hby3r,00270059,Město Hlinsko
cdxbedz,00244899,Město Hluboká nad Vltavou
mfpbhkb,00300063,Město Hlučín
uhkbyvz,00290939,Město Hluk
d6pb2ww,00262820,Město Hodkovice nad Mohelkou
mwvbvks,00284891,Město Hodonín
x8qbfvu,00287172,Město Holešov
hwkbrgj,00273571,Město Holice
yfibebs,00253367,Město Holýšov
pm9beby,00265934,Město Hora Svaté Kateřiny
ubnbxnt,00255513,Město Horažďovice
sxgbxg6,00296007,Město Horní Benešov
8duamir,00480002,Město Horní Blatná
hbzbd96,00257770,Město Horní Bříza
xrfbd8g,00248185,Město Horní Cerekev
5dkbd7x,00273589,Město Horní Jelení
fp2burz,00265942,Město Horní Jiřetín
re7bd6q,00245895,Město Horní Planá
pm6bqn3,00259322,Město Horní Slavkov
zgibvyv,00253383,Město Horšovský Týn
247bzdz,00271560,Město Hořice
yjmbxfn,00233242,Město Hořovice
dgsbd5f,00277908,Město Hostinné
cdrb236,00241237,Město Hostivice
i4xbd4w,00233269,Město Hostomice
eptbknp,00253391,Město Hostouň
4phbd4m,00263648,Město Hoštka
bybbhh4,00300144,Město Hradec nad Moravicí
jmsbwvw,00258725,Město Hrádek
4tkbw8g,00262854,Město Hrádek nad Nisou
q8abr3t,00301311,Město Hranice
66ibd2p,00253961,Město Hranice
tbcbzwj,00266337,Město Hrob
mjybd2z,00270156,Město Hrochův Týnec
cspbd24,00272680,MĚSTO HRONOV
3zebdza,00289426,Město Hrotovice
s75bdzg,00254592,Město Hroznětín
yuabdyv,00292877,Město Hrušovany nad Jevišovkou
2prbftx,00287229,Město Hulín
6gfbdxd,00248266,Město Humpolec
vn6bdxj,00250449,Město Husinec
z34bt3y,00283193,Město Hustopeče
sh2bdw6,00281859,Město Ivančice
hqrbdwa,00291846,Město Ivanovice na Hané
qh7bryj,00275778,MĚSTO JABLONEC NAD JIZEROU
m5kb6ds,00278963,Město Jablonné nad Orlicí
5gtbz44,00260576,Město Jablonné v Podještědí
dj4bppi,00296759,Město Jablunkov
3m5b7tw,00254622,Město Jáchymov
sdua65f,00296066,Město Janov
9hyb3f2,00255611,Město Janovice nad Úhlavou
4bfbycd,00277967,Město Janské Lázně
sbwbzd5,00272728,Město Jaroměř
rzsbrd5,00289507,Město Jaroměřice Nad Rokytnou
ejmbdvv,00302708,Město Javorník
uy3bdu8,00289531,Město Jemnice
3nzb42m,00241318,Město Jesenice
y8ub2b9,00243825,Město Jesenice
vhwbwm9,00302724,Město Jeseník
behbdug,00276791,Město Jevíčko
2k8bdtq,00292923,Město Jevišovice
ztmbqug,00271632,Město Jičín
g2nbdtx,00275808,Město Jilemnice
bx8btu8,00261408,Město Jílové
bmwb8if,00241326,Město Jílové u Prahy
dc7b3kp,00246875,Město Jindřichův Hradec
9zcbsra,00261904,Město Jirkov
34mbzwf,00261424,Město Jiříkov
dvibdsi,00252425,Město Jistebnice
uaybdrx,00261912,Město Kadaň
735bwgv,00248380,Město Kamenice nad Lipou
qb6b24f,00260622,Město Kamenický Šenov
b3ib5e9,00245941,Město Kaplice
trrb6ca,00246905,Město Kardašova Řečice
fgcby4a,00303909,Město Karolinka
3eibzt5,00256731,Město Kasejovice
kwjbxui,00255645,Město Kašperské Hory
wrzbdp2,00257893,Město Kaznějov
myqbdp5,00253464,Město Kdyně
c7fbdp9,00303925,Město Kelč
2syb3q4,00259888,Město Kladruby
6dqbymc,00261939,Město Klášterec nad Ohří
24ebrt5,00255661,Město Klatovy
4d6bdnh,00240290,Město Klecany
ximbfsi,00298051,Město Klimkovice
92bbdmw,00283258,Město Klobouky u Brna
r3cb8hq,00301370,Město Kojetín
9kkbs46,00235440,Město Kolín
3m8bvgu,00288365,Město Konice
yhvb4z8,00271705,Město Kopidlno
42bb7zg,00298077,Město Kopřivnice
3p3bdj7,00287334,Město Koryčany
9b8bdin,00508870,Město Kosmonosy
564bdh9,00288373,Město Kostelec na Hané
yy6b6nm,00235474,Město Kostelec nad Černými Lesy
vdtbdhd,00236951,Město Kostelec nad Labem
aj5bhbi,00274968,Město Kostelec nad Orlicí
yixbdis,00266400,Město Košťany
irrbvje,00235482,Město Kouřim
ffjbrih,00257958,Město Kožlany
kf6btex,00279072,Město Králíky
jidbxnx,00257966,Město Kralovice
8zzbfvq,00236977,Město Kralupy nad Vltavou
eaabdfp,00509701,Město Králův Dvůr
riebz3t,00259438,Město Kraslice
5gzbdex,00242535,Město Krásná Hora nad Vltavou
upqbde3,00261459,Město Krásná Lípa
yynax3j,00573256,Město Krásné Údolí
36ab6py,00573167,Město Krásno
iv5bfnz,00300292,Město Kravaře
ndgbdc9,00296139,Město Krnov
bg2bfur,00287351,Město Kroměříž
mmibu6k,00266418,Město Krupka
tzmbdbq,00265080,Město Kryry
djzbz2k,00567892,Město Kunovice
ae3bdb2,00280470,Město Kunštát
5dhbqi2,00281964,Město Kuřim
b65bfx3,00236195,Město Kutná Hora
f28bdah,00285030,Město Kyjov
ca8by3x,00259454,Město Kynšperk nad Ohří
27tbq25,00279102,Město Lanškroun
34tbc8a,00283321,Město Lanžhot
ih9bc8k,00271730,Město Lázně Bělohrad
wucb4dd,00273350,Město Lázně Bohdaneč
9qybc7s,00254029,Město Lázně Kynžvart
7jybxks,00267759,Město Ledeč nad Sázavou
r5ybx6w,00266434,Město Ledvice
mnbb4qe,00279129,Město Letohrad
kzabc6k,00280518,Město Letovice
guibzaw,00271748,Město Libáň
3eqbc5y,00241407,Město Libčice nad Vltavou
hk6b3di,00237019,Město Liběchov
x9kbc4j,00263931,Město Libochovice
mnebsdb,00234630,Město Libušín
6pxbwa9,00301493,Město Lipník nad Bečvou
ek7buzi,00245178,Město Lišov
tpebfnu,00263958,Město Litoměřice
x4cbvs8,00276944,Město Litomyšl
4rub4s3,00299138,Město Litovel
8tybqzk,00266027,Město Litvínov
u2mbuyt,00259489,Město Loket
47nbcyq,00266035,Město Lom
attbcy5,00247022,Město Lomnice nad Lužnicí
yf8bx8q,00275905,MĚSTO LOMNICE NAD POPELKOU
wneb267,00302945,Město Loštice
kpubn3j,00831123,Město Loučná pod Klínovcem
gc9bxmk,00265209,Město Louny
ytbbs49,00263991,Město Lovosice
wvebcww,00254053,Město Luby
jfubvnq,00262455,Město Lučany nad Nisou
m35bcw4,00284165,Město Luhačovice
zh7b2rg,00270440,Město Luže
5adasau,00239402,Město Lysá nad Labem
wzeb8dv,00258091,Město Manětín
bprbqms,00254061,Město Mariánské Lázně
yvubu4i,00262021,Město Mašťov
m5sbhpm,00255785,Město Měčín
hqjb2kg,00237051,Město Mělník
ckrbctw,00239437,Město Městec Králové
qz9b27r,00296228,Město Město Albrechtice
7qcbhpc,00258105,Město Město Touškov
sz7bcs9,00266086,Město Meziboří
2pjb4h5,00272841,Město Meziměstí
h8wbcsd,00261581,Město Mikulášovice
wp6bvkp,00283347,Město Mikulov
yncbcrq,00271811,Město Miletín
8kabvcx,00249831,Město Milevsko
6ahbcq7,00239453,Město Milovice
ys8b5fe,00260746,Město Mimoň
vg8bcqd,00293164,Město Miroslav
54dbx75,00258890,Město Mirošov
iynbhn8,00249840,Město Mirotice
8e5b3pk,00249858,Město Mirovice
kpxbcqh,00252557,Město Mladá Vožice
ha5bg2f,00240478,Město Mnichovice
8ztb4jw,00238309,Město Mnichovo Hradiště
96ebwrs,00242748,Město Mníšek pod Brdy
6yebzhn,00282103,Město Modřice
6qtbthy,00303038,Město Mohelnice
fqtb4bs,00277037,Město Moravská Třebová
25dbcps,00289931,Město Moravské Budějovice
3jpbtgj,00296244,Město Moravský Beroun
sb4bcpy,00293199,Město Moravský Krumlov
kgxb2yq,00287504,Město Morkovice-Slížany
rj6buhb,00237078,Město Mšeno
us5bcm2,00258911,Město Mýto
gmtbqhx,00272868,MĚSTO NÁCHOD
hhubrtf,00255866,Město Nalžovské Hory
s72bqcj,00289965,Město Náměšť nad Oslavou
rmzbckn,00284220,Město Napajedla
qwub3yr,00270580,Město Nasavrky
73fbcjx,00269191,Město Nechanice
b56bu3f,00254801,Město Nejdek
udbb4fb,00288497,Město Němčice nad Hanou
f6mbchf,00256986,Město Nepomuk
45qb68g,00237108,Město Neratovice
wj3bcgt,00250601,Město Netolice
mssbcgw,00232386,Město Neveklov
aevbzz7,00247138,Město Nová Bystřice
y73bsrg,00271888,Město Nová Paka
y24bcev,00254819,Město Nová Role
hkdbttn,00247146,Město Nová Včelnice
fgibce5,00245267,Město Nové Hrady
y67bvir,00294900,Město Nové Město na Moravě
qgfbxi4,00272876,Město Nové Město nad Metují
63tbyqn,00263036,Město Nové Město pod Smrkem
6n9bcdd,00259527,Město Nové Sedlo
h2sbx9c,00244155,Město Nové Strašecí
b7wbphv,00260771,Město Nový Bor
2umb8hk,00269247,Město Nový Bydžov
ywmb4nc,00298212,Město Nový Jičín
xqjbgzr,00242888,Město Nový Knín
86abcbd,00239500,Město Nymburk
gwdbhd9,00255921,Město Nýrsko
8hrbtcq,00258199,Město Nýřany
nxabgzu,00240559,Město Odolena Voda
kyebfxv,00298221,Město Odry
esfbcbs,00280755,Město Olešnice
5y6bca2,00259535,Město Oloví
kekbcaa,00275191,Město Opočno
r7qbskc,00297577,Město Orlová
r2rbb9r,00263061,Město Osečná
gw3b3a7,00266558,Město Osek
jasbrn8,00282286,Město Oslavany
d5zbgz2,00254843,Město Ostrov
jfrb7zs,00284301,město Otrokovice
xbtbhcm,00248789,Město Pacov
dd9bb58,00297062,Město Paskov
sdxausc,00278181,MĚSTO PEC POD SNĚŽKOU
8zwbr8t,00239607,Město Pečky
ugqb3nb,00248801,Město Pelhřimov
waqbb2k,00297593,Město Petřvald
xecbjcu,00278190,Město Pilníkov
p5ibfya,00249998,Město Písek
88mb2zt,00260096,Město Planá
552b4yp,00252654,Město Planá nad Lužnicí
cp6bb2w,00255980,Město Plánice
km4bum6,00258245,Město Plasy
jmya97t,00254169,Město Plesná
s5kbbz7,00288632,Město Plumlov
zqzby7d,00253669,Město Poběžovice
icbbbzb,00248843,Město Počátky
fh4btis,00265365,Město Podbořany
3qrbxg3,00239640,Město Poděbrady
47gbznw,00283495,Město Podivín
5vjbzr8,00283509,Město Pohořelice
3shbrwf,00272949,Město Police nad Metují
w87brph,00277177,Město Polička
ss7b22h,00286435,Město Polná
2nsbuxb,00265403,Město Postoloprty
r3fbv6m,00301795,Město Potštát
j5xbvr2,00250627,Město Prachatice
mgdb3h7,00270741,Město Proseč
x48bszz,00250023,Město Protivín
ghfb6eb,00259543,Město Přebuz
b4hbqav,00274101,Město Přelouč
hcpbx62,00257125,Město Přeštice
rfvbx3k,00298328,Město Příbor
2ebbrqu,00243132,Město Příbram
gw6bqx4,00268097,Město Přibyslav
ww3bhph,00260118,Město Přimda
pctbp8u,00240664,Město Pyšely
dhgbx2b,00256030,Město Rabí
c9sb4dp,00259021,Město Radnice
2ipbbtf,00280836,Město Rájec - Jestřebí
rrebbtj,00282456,Město Rajhrad
qb9bqrd,00244309,Město Rakovník
xztbtsz,00831514,Město Ralsko
nkabbs6,00263141,Město Raspenava
6g5bxub,00256048,Město Rejštejn
mmfb7hp,00259047,Město Rokycany
htabfwg,00276057,Město Rokytnice nad Jizerou
2pnbr62,00275301,Město Rokytnice v Orlických horách
q3bbbq9,00270822,Město Ronov nad Doubravou
